0,0.0,0.0,0.0,0.0,0.0,0.0
time,x-accel,y-accel,z-accel,x-gyro,y-gyro,z-gyro
300,-7.12334870,-19.6085110,-2.40916540,-3.63189940,-2.23698850,-2.7183504
310,-5.95976640,-11.51551150,6.9868790,-2.7583620,-0.96180730,-1.3289373
320,2.62584070,1.10791680,3.43867230,3.51858380,-0.00122173050,2.346639
330,10.781090,-19.6085110,19.4115890,9.9595470,-4.06133750,3.5414913
340,3.57394460,12.7042330,-9.0578630,4.2525380,-7.65078160,-0.3286455
350,5.65271040,2.8251580,-7.2681980,-5.10072470,2.97430280,-1.6649132
360,19.373880,-19.6085110,-17.2777560,-7.6425350,5.36675640,-1.9110919
370,3.03105930,-19.6085110,19.0129550,-5.52497050,1.93522110,-1.9123137
380,-15.715540,-19.53130,13.1740950,-1.68995870,-1.48654060,-0.4184427
390,2.12545250,-1.83395850,1.25516020,5.0316970,-3.62762330,1.7699821
400,19.6055180,-19.6085110,-0.948103850,10.0114710,-0.884532870,5.978538
410,6.5493390,7.0239890,-13.5170640,0.176540060,-3.2342260,0.8756753
420,8.3078790,-3.45962140,-12.4833680,-6.75494770,6.1941740,-2.3628268
430,16.3811280,-19.6085110,-19.0698170,-2.54975150,7.7421060,-0.47494772
440,-1.74058460,-9.5468790,1.73699330,-6.4788370,-2.40497640,-1.8802432
450,-19.609110,-7.10479350,-8.0822270,0.97952240,2.9300150,0.30848694
460,0.848145960,-11.3850280,4.36462970,5.6355370,-1.30144830,0.23671028
470,-2.73657250,-11.2252150,-19.6085110,9.5658450,2.2690590,3.8838813
480,17.5788270,4.19045160,-6.07708260,-3.40038130,0.57512960,-0.96852684
490,1.09474870,-19.6085110,1.7453730,-5.860030,3.141680,-3.0714304
500,-4.34607460,-14.497490,7.4304050,-4.9024990,-1.13559850,-4.137085
510,16.1548770,-19.6085110,19.6085110,-2.6404650,-2.07694170,-2.2876904
520,-5.65211150,-5.30854370,4.4987050,2.07449840,-0.98196590,0.6753115
530,-4.1407720,-19.6085110,10.4704430,7.6721620,0.478002040,1.2232577
540,-5.65091470,19.6085110,-19.6085110,9.6693860,-6.90796950,4.07722
550,8.92797850,2.76650,-10.1406410,-4.7424520,1.91933860,-2.2107213
560,1.75255560,-6.1291560,12.5833250,-3.87991070,2.54119940,-2.4569001
570,-9.1787710,-3.83850380,-8.2408420,-7.72866730,3.96756980,-2.701246
580,7.3130890,-17.0173870,12.0302650,-1.94071890,-4.50177150,0.5833763
590,-6.73189640,-11.4101670,7.2813660,2.62672070,-0.298713120,0.8249735
600,19.6079140,-19.6085110,12.3881980,10.0117760,-3.20398830,3.9061778
610,4.273650,3.8702270,-17.0550960,4.45931630,-6.88720040,1.9495764
620,9.8222120,-7.52677150,0.028730420,-7.07748460,6.1126230,-1.8512272
630,19.6079140,-17.6716020,-4.2993880,-6.69172330,7.00815150,1.7901406
640,0.361524460,-7.41065260,8.9303720,-6.50693660,-2.13894460,-1.6459764
650,-9.0865940,-3.6308070,4.51247170,0.148440260,0.64049220,0.40408736
660,-0.98162270,-9.9814270,6.2321070,5.2060990,-0.842994030,1.0323622
670,-18.423980,4.2550950,-19.6085110,9.407020,3.47796130,2.8857274
680,12.1493770,11.0151230,-12.2194070,-0.411723170,-3.8447860,1.4520267
690,-13.7756380,-17.0886150,-7.77277570,-3.41626380,2.8606820,-3.8240163
700,-12.1882820,-18.9501060,-14.307750,-5.5625390,3.59921810,-4.0216312
710,-1.28089790,-9.6348660,-0.91159230,-0.31001410,-1.86252810,-0.22235495
720,-12.2218010,-9.3493580,5.19960740,1.93827550,0.274889350,0.4605924
730,18.9189820,-19.6085110,5.90051030,-9.9928390,1.23394780,4.7491717
740,4.2574890,2.93529130,-19.6085110,4.9922960,-6.5432830,2.506991
750,6.3039330,-0.280720140,-8.2091190,-7.97942730,3.6966510,-1.2351695
760,13.8516540,-8.2109150,12.1733190,-8.8031790,8.2466810,0.17440203
770,16.9198230,-19.6085110,14.6183970,-6.22654960,-3.98956080,-3.7598755
780,-3.55538960,-1.01095160,2.7718870,-0.457232620,1.93155590,0.61575216
790,1.71424840,-12.87721350,7.50941370,4.3298130,-0.54214290,1.5460999
800,-0.223857860,-19.6085110,-19.6085110,9.4821560,1.11482910,3.1710014
810,11.1773310,11.8830210,-16.5648820,-0.92454460,-4.05492350,1.4132367
820,2.67372470,-19.4133850,11.5526220,-3.55584670,2.68444730,-3.746742
830,-6.91325760,-2.88202020,-1.06482120,-7.20423940,1.73424640,-3.7360518
840,-9.9664630,-16.6947690,6.93181230,-3.65938830,-0.382401650,-1.4688255
850,-11.3006320,-6.81629230,2.58813210,2.03937360,0.126449110,0.42271876
860,-2.70604660,-19.6085110,15.4288340,8.6916960,1.14201260,1.6114625
870,-2.53306530,19.6085110,-19.6085110,8.2616470,-7.20729350,3.4599407
880,6.59662440,14.6968070,-17.1257250,-5.1474560,1.17958080,0.07849618
890,-17.8655340,-6.50983430,-9.2960860,-3.4425310,0.880256830,-3.2925637
900,-1.63942960,-19.6085110,-4.5489830,-1.27487580,1.02594820,-4.8878384
910,4.13358930,-3.65534730,-0.163404270,-2.22996350,-2.08213420,-0.6450737
920,-5.4905030,-0.6230910,-1.38085580,1.51983270,0.96608340,-0.8738427
930,19.6079140,-19.6085110,11.0366720,7.81174470,-0.6982190,2.6053402
940,-7.19936470,5.6078190,-17.6548440,4.65937470,0.779464070,7.5389934
950,12.9316820,13.4919250,-15.1630780,-3.04119250,0.505185540,0.37782016
960,14.5549510,-19.6085110,-17.4130290,1.23639130,4.56041430,0.8756753
970,3.72298360,-19.6085110,18.7519860,-2.24798420,-5.74732540,-5.168836
980,-3.99652120,0.043694180,8.0612770,-2.93887260,0.0733038260,0.15271631
990,9.8323880,-19.6085110,2.60848280,4.82430840,1.91017560,0.5934556
1000,-6.52419950,0.0897825660,-9.5331130,1.44378010,4.63463450,2.6780334
1010,4.51965430,-2.30681320,14.8769710,-2.30387830,0.423329620,-0.9306532
1020,-1.66516730,-16.438590,-19.6085110,4.4788640,0.394924370,0.9450085
1030,19.1817460,-19.6085110,-0.890643060,0.17318030,0.53450710,-1.7577647
1040,0.884058950,-15.5730850,6.50205330,-3.3854150,-0.539699440,-0.840856
1050,0.082001410,-3.38719680,-0.0508767850,-1.23944560,1.95660140,-1.6181821
1060,17.6668150,-6.965930,0.565630140,1.60413220,0.55619280,0.7284568
1070,6.96054270,-13.0023110,-1.86149180,1.91414630,-0.38576140,1.4874569
1080,0.362721560,1.33357040,-1.93870480,0.336586740,-1.15575710,1.278541
1090,2.7174190,-7.089830,6.7420720,-1.1719450,-1.01067650,-0.42149702
1100,3.08253480,-10.3130240,2.5348610,-0.51557030,0.76205440,0.0030543262
1110,6.84502270,-8.8268230,-8.0307510,0.62460970,-0.176540060,0.79504114
1120,1.52450790,-8.8711160,-2.0997150,-1.20920780,-0.92790430,0.7134906
1130,3.99891540,-7.6153570,1.62147310,1.02350470,0.17043140,-0.06841691
1140,0.69371990,-7.29094270,-1.5670050,-0.283136040,-0.387899430,-0.031154128
1150,1.76871650,-2.0302830,-0.053270990,0.00610865230,1.22753370,-0.30787608
1160,2.61506680,-9.3625260,-0.831386570,-0.205250730,0.66462140,0.070249505
1170,4.07373430,-7.55310770,0.63027360,0.46334130,-1.15422990,0.8350528
1180,2.40736990,-9.1901440,1.75854110,-0.38209620,0.55527650,-0.20738874
1190,4.0689460,-9.5995520,1.28029930,-0.250454750,0.308181520,-0.6948592
1200,2.9544450,-10.4836110,0.84036480,0.295353350,-0.58826320,0.23548855
1210,3.15615630,-9.4834330,0.1071405260,0.06933320,0.90988380,1.1633929
1220,0.65601130,-9.1189160,3.45243880,-1.16217110,3.09647580,0.95203346
1230,1.51313540,-9.1087410,-1.20847330,0.250454750,-2.16918250,0.6914995
1240,-5.215170,-8.9872350,0.67037650,1.16339290,-1.04885570,0.31978795
1250,-2.02729030,-7.2316860,-0.367509960,1.43064640,0.671646360,1.1545353
1260,-2.68689270,-7.03655860,2.71322920,0.187535630,-0.038484510,0.49877146
1270,-2.95624070,-8.0247660,2.9382840,0.459981530,0.528398450,0.0842994
1280,-3.58531710,-8.0277590,3.35068540,0.180816110,0.344222580,-0.0290161
1290,-4.3813890,-8.1624320,3.15914920,0.306043480,0.484416130,-0.11759156






