0,0.0,0.0,0.0,0.0,0.0,0.0
time,x-accel,y-accel,z-accel,x-gyro,y-gyro,z-gyro
0,0.0,0.0,0.0,0.0,0.0,0.0
10,-4.4855370,-8.5000140,0.67396780,0.0195476880,0.0042760570,-0.07544186
20,-4.4609960,-8.4832550,0.72245040,0.0311541280,-0.0216857160,-0.018020526
30,-4.36881970,-8.6412730,0.570418540,-0.0064140850,-0.0427605660,-0.014049901
40,-4.11323830,-8.2007390,1.54485870,-0.141109870,-0.1291980,-0.29168814
50,-3.6972460,-8.1289130,0.67935470,6.1086525E-40,-0.0497855170,-0.33017266
60,-2.9382840,-8.6771850,0.924161850,-0.190284520,-0.213802830,-1.282817
70,0.0784101040,-7.6782050,1.00676180,-0.198225770,-0.394008070,-2.250122
80,0.131082550,-10.855310,0.50218380,0.242818940,-0.26664270,-1.2675453
90,2.0985180,-14.1880390,-0.0335188250,-0.271529610,0.196393180,-1.1178834
100,3.36205770,-13.9073190,1.50355860,9.162979E-40,-0.60414570,-0.8011498
110,2.52109430,-7.71591330,-0.33099840,-0.445320760,0.379652740,1.0937542
120,2.9023710,-9.4900170,-0.57819970,-0.167377080,-0.26022860,0.054061573
130,2.48637840,-9.5768070,-0.53151280,-0.126143680,-0.184175880,-0.0018325958
140,2.14041640,-9.914390,-0.616506930,-0.021074850,0.0632245540,-0.016493361
150,2.64439580,-9.1883480,-0.90201550,-0.0088575460,0.0146607660,-0.0067195175
160,2.46902060,-9.3409780,-1.14023850,-0.120951320,-0.082466810,-0.052839845
170,2.44328280,-9.6294790,-0.256778120,-0.1185078550,-0.045204030,-0.05100725
180,2.27568860,-9.6240920,-0.59555770,-0.074220130,-0.0229074470,-0.01740966
190,2.43011470,-9.2140860,-0.88226330,-0.082466810,-0.023212880,-0.080634214
200,2.17632940,-9.2577790,-0.659004030,-0.222049520,-0.0167987940,-0.172264
210,1.75854110,-9.4648780,-0.53989250,-0.336586740,-0.162795590,-0.2678644
220,2.6785130,-9.2565820,-1.1276690,-0.476474880,-0.183259580,-0.31612277
230,2.10869310,-9.1009590,-0.501585250,-0.60689460,-0.191506250,-0.39003745
240,-0.627280830,-11.88960550,5.23432350,0.265420940,-0.232434230,-0.09437868
250,4.62859060,-16.3709530,10.7972510,3.13801480,0.278859970,0.9993755
260,-9.1608140,-19.6085110,2.18770170,6.57107730,-2.68322560,2.3704627
270,9.0440970,9.5516670,-0.667383730,3.19879580,-3.82768150,1.2229522
280,8.993220,1.4897920,-8.6251120,-4.359440,3.34051660,-0.87995136
290,19.6079140,-19.6085110,-5.50426960,-7.84961840,5.7729820,-0.014660766
